REGION TYPE,REGION,YEAR,WEEK,ILITOTAL,TOTAL PATIENTS,NUM. OF PROVIDERS,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,AGE 25-64,AGE 25-49,AGE 50-64,AGE 65
HHS Regions,Region 10,2012,46,230,17632,54,1.091907645,1.304446461,64,78,,48,26,14
HHS Regions,Region 1,2012,47,325,37973,165,0.845411781,0.855871277,140,104,,47,17,17
HHS Regions,Region 2,2012,47,2150,104844,309,1.720524037,2.050665751,966,689,,308,126,61
HHS Regions,Region 3,2012,47,1915,104426,226,1.745986668,1.833834486,548,691,,453,150,73
HHS Regions,Region 4,2012,47,3539,108812,360,2.807689452,3.252398633,978,1340,,745,296,180
HHS Regions,Region 5,2012,47,1345,73230,275,1.569020562,1.836678957,481,493,,212,94,65
HHS Regions,Region 6,2012,47,3057,67247,161,4.395039094,4.545927699,899,1187,,651,223,97
HHS Regions,Region 7,2012,47,357,16724,96,2.313745504,2.134656781,119,127,,56,21,34
HHS Regions,Region 8,2012,47,652,41214,112,1.418755034,1.581986704,178,288,,129,37,20
HHS Regions,Region 9,2012,47,1108,60145,209,2.406473313,1.842214648,287,385,,181,131,124
HHS Regions,Region 10,2012,47,202,13157,55,1.160390728,1.535304401,55,83,,42,10,12
HHS Regions,Region 1,2012,48,516,57023,169,0.896330185,0.904898024,168,219,,71,33,25
HHS Regions,Region 2,2012,48,2792,124451,313,2.039926897,2.243453247,1162,966,,426,145,93
HHS Regions,Region 3,2012,48,2278,122871,223,1.621746792,1.853976935,594,767,,628,189,100
HHS Regions,Region 4,2012,48,4492,149715,357,2.685899853,3.000367365,1068,1866,,952,381,225
HHS Regions,Region 5,2012,48,1838,101057,285,1.549417401,1.818775543,596,694,,331,136,81
HHS Regions,Region 6,2012,48,3521,90427,174,3.673819483,3.893748549,830,1350,,862,300,179
HHS Regions,Region 7,2012,48,510,25068,96,2.170012611,2.034466252,132,206,,96,35,41
HHS Regions,Region 8,2012,48,864,57169,121,1.328218052,1.511308576,191,371,,194,71,37
HHS Regions,Region 9,2012,48,1481,85512,214,2.234944939,1.731920666,304,505,,327,186,159
HHS Regions,Region 10,2012,48,229,18377,53,0.964796773,1.246122871,57,74,,63,22,13
HHS Regions,Region 1,2012,49,734,56803,167,1.244989197,1.292185272,243,354,,77,32,28
HHS Regions,Region 2,2012,49,3493,129052,311,2.35363924,2.706660881,1399,1310,,487,195,102
HHS Regions,Region 3,2012,49,3210,122228,224,2.511995931,2.626239487,725,1351,,752,247,135
HHS Regions,Region 4,2012,49,7234,152943,364,4.205057381,4.729866682,1604,3550,,1269,533,278
HHS Regions,Region 5,2012,49,2472,98482,275,2.139835126,2.510103369,711,1066,,405,171,119
HHS Regions,Region 6,2012,49,4386,93300,179,4.606173518,4.70096463,1005,1914,,1014,291,162
HHS Regions,Region 7,2012,49,581,25946,98,2.31407697,2.239266168,146,268,,98,36,33
HHS Regions,Region 8,2012,49,1021,53572,118,1.6884776,1.905846338,238,441,,218,82,42
HHS Regions,Region 9,2012,49,1509,85434,215,2.192829429,1.766275722,355,505,,308,180,161
HHS Regions,Region 10,2012,49,237,18002,55,1.146417492,1.316520387,60,98,,44,24,11
HHS Regions,Region 1,2012,50,1071,57921,171,1.699049128,1.849070285,280,525,,154,71,41
HHS Regions,Region 2,2012,50,4046,126534,309,2.826469358,3.197559549,1545,1613,,573,206,109
HHS Regions,Region 3,2012,50,4462,122065,218,3.368745366,3.655429484,906,1915,,1122,326,193
HHS Regions,Region 4,2012,50,7345,140922,349,4.698335037,5.212103149,1616,3557,,1351,517,304
HHS Regions,Region 5,2012,50,3389,99627,280,2.968818432,3.401688297,953,1493,,542,247,154
HHS Regions,Region 6,2012,50,5219,90697,180,5.557334749,5.75432484,1245,2291,,1154,343,186
HHS Regions,Region 7,2012,50,670,24829,96,2.793945225,2.698457449,167,307,,120,41,35
HHS Regions,Region 8,2012,50,1245,48613,102,2.425421538,2.561043342,276,547,,269,105,48
HHS Regions,Region 9,2012,50,1667,81938,215,2.458902755,2.034465083,374,578,,342,200,173
HHS Regions,Region 10,2012,50,318,18654,57,1.556547141,1.704728208,84,119,,65,31,19
HHS Regions,Region 1,2012,51,1485,53323,169,2.627527154,2.784914577,392,664,,236,112,81
HHS Regions,Region 2,2012,51,5047,125598,312,3.820486883,4.018376089,1740,2053,,821,268,165
HHS Regions,Region 3,2012,51,6338,124814,211,4.466061342,5.077955999,1179,2472,,1848,544,295
HHS Regions,Region 4,2012,51,6660,120357,327,4.953388664,5.533537725,1623,2720,,1379,592,346
HHS Regions,Region 5,2012,51,4005,87894,268,4.161720361,4.556625026,1131,1620,,762,295,197
HHS Regions,Region 6,2012,51,5987,82610,164,7.186532398,7.247306621,1349,2598,,1393,443,204
HHS Regions,Region 7,2012,51,868,20050,94,4.081074576,4.329177057,222,359,,175,72,40
HHS Regions,Region 8,2012,51,1844,53092,111,3.1806463,3.473216304,395,841,,356,146,106
HHS Regions,Region 9,2012,51,1808,71168,197,3.055622814,2.540467626,446,547,,393,224,198
HHS Regions,Region 10,2012,51,290,15113,55,1.537846199,1.918877787,69,97,,74,34,16
HHS Regions,Region 1,2012,52,1380,33299,163,3.929202916,4.144268597,366,480,,267,151,116
HHS Regions,Region 2,2012,52,5426,105999,307,5.509712612,5.118916216,1985,1818,,1019,379,225
HHS Regions,Region 3,2012,52,7539,107504,210,7.130753145,7.012762316,1405,2232,,2450,845,607
HHS Regions,Region 4,2012,52,6746,103405,336,6.295690122,6.523862482,1860,1914,,1809,700,463
HHS Regions,Region 5,2012,52,3889,64879,267,5.712323234,5.994235423,1116,1208,,828,397,340
HHS Regions,Region 6,2012,52,6309,69708,170,9.254112637,9.050611121,1526,2156,,1696,587,344
HHS Regions,Region 7,2012,52,1105,16028,98,6.719750377,6.894185176,286,321,,231,148,119
HHS Regions,Region 8,2012,52,2039,42340,111,4.097530291,4.815777043,513,721,,520,172,113
HHS Regions,Region 9,2012,52,1755,53617,190,4.827029839,3.273215585,569,402,,363,216,205
HHS Regions,Region 10,2012,52,400,10392,53,3.394594715,3.849114704,83,139,,112,44,22
HHS Regions,Region 1,2013,1,1344,43347,171,3.217187466,3.100560592,346,406,,293,175,124
HHS Regions,Region 2,2013,1,5450,115547,303,4.52391697,4.716695371,1859,1520,,1266,517,288
HHS Regions,Region 3,2013,1,7018,116277,220,4.820332439,6.035587433,1138,1781,,2508,902,689
HHS Regions,Region 4,2013,1,5301,111025,361,4.449411897,4.774600315,1195,1450,,1582,636,438
HHS Regions,Region 5,2013,1,3545,76213,277,4.481584178,4.651437419,968,850,,874,498,355
HHS Regions,Region 6,2013,1,5924,80000,176,7.668768332,7.405,1491,1647,,1697,688,401
HHS Regions,Region 7,2013,1,1173,18973,99,5.808822646,6.182469826,282,293,,311,154,133
HHS Regions,Region 8,2013,1,2143,49524,113,3.744814296,4.327194895,553,626,,608,218,138
HHS Regions,Region 9,2013,1,1852,63312,209,3.419329633,2.925195855,520,462,,426,243,201
HHS Regions,Region 10,2013,1,353,12833,53,2.775497165,2.750720798,92,73,,114,49,25
HHS Regions,Region 1,2013,2,1682,54847,168,3.284614277,3.066712856,412,657,,322,168,123
HHS Regions,Region 2,2013,2,6947,130660,302,4.777202319,5.316852901,1882,2414,,1626,647,378
HHS Regions,Region 3,2013,2,8120,132703,224,5.110674522,6.118927228,1128,2531,,2765,1065,631
HHS Regions,Region 4,2013,2,5575,148342,357,3.480113691,3.758207386,1136,2008,,1490,617,324
HHS Regions,Region 5,2013,2,3993,100648,280,3.829741887,3.967291948,958,1302,,941,457,335
HHS Regions,Region 6,2013,2,6636,96234,182,7.266133728,6.895691751,1330,2232,,1960,684,430
HHS Regions,Region 7,2013,2,1323,23945,97,5.066252215,5.525161829,313,432,,328,143,107
HHS Regions,Region 8,2013,2,2473,59167,118,3.85312735,4.179694762,490,812,,698,317,156
HHS Regions,Region 9,2013,2,2651,85698,212,3.490328501,3.093421083,564,881,,581,342,283
HHS Regions,Region 10,2013,2,496,18287,55,2.567875463,2.712309291,84,155,,166,62,29
HHS Regions,Region 1,2013,3,1541,54821,169,3.021139717,2.8109666,385,704,,243,121,88
HHS Regions,Region 2,2013,3,7593,128380,308,5.323684698,5.914472659,1996,2982,,1625,623,367
HHS Regions,Region 3,2013,3,7090,123828,226,5.164129902,5.725684013,1131,2647,,2078,764,470
HHS Regions,Region 4,2013,3,4835,144841,351,3.127685225,3.338143205,1061,2116,,1011,398,249
HHS Regions,Region 5,2013,3,3818,99804,283,3.704649315,3.825497976,934,1560,,703,336,285
HHS Regions,Region 6,2013,3,6344,94207,184,7.369499676,6.734106807,1323,2748,,1471,484,318
HHS Regions,Region 7,2013,3,1444,25320,98,5.216269129,5.70300158,334,595,,287,116,112
HHS Regions,Region 8,2013,3,2517,57704,122,4.13787368,4.361915985,521,927,,689,267,113
HHS Regions,Region 9,2013,3,3703,90604,214,4.68633927,4.087016026,847,1487,,730,358,281
HHS Regions,Region 10,2013,3,556,18817,53,3.008183506,2.954774938,101,226,,140,56,33
HHS Regions,Region 1,2013,4,1283,52389,177,2.504277312,2.448987383,315,587,,204,100,77
HHS Regions,Region 2,2013,4,5890,118278,303,4.639295629,4.979793368,1551,2415,,1197,446,281
HHS Regions,Region 3,2013,4,3683,111026,219,3.593559222,3.317241007,685,1451,,981,353,213
HHS Regions,Region 4,2013,4,3759,133564,345,2.493306038,2.814381121,852,1708,,744,285,170
HHS Regions,Region 5,2013,4,3152,91308,279,3.315454917,3.452052394,776,1379,,562,250,185
HHS Regions,Region 6,2013,4,6220,94546,180,7.109969077,6.578808199,1283,2511,,1562,592,272
HHS Regions,Region 7,2013,4,1393,24362,98,5.344747207,5.717921353,342,564,,266,106,115
HHS Regions,Region 8,2013,4,2275,54440,116,3.976474812,4.178912564,497,880,,565,198,135
HHS Regions,Region 9,2013,4,4245,83583,209,5.578526381,5.078783963,1042,1718,,805,388,292
HHS Regions,Region 10,2013,4,526,15114,52,3.693164947,3.480217017,98,226,,135,42,25
HHS Regions,Region 1,2013,5,1191,54669,168,2.21254317,2.178565549,257,654,,163,64,53
HHS Regions,Region 2,2013,5,4819,119309,301,3.82507859,4.03909177,1255,1990,,1000,379,195
HHS Regions,Region 3,2013,5,4053,117315,225,3.050494761,3.454801176,640,1488,,1281,425,219
HHS Regions,Region 4,2013,5,3910,142953,348,2.535307361,2.735164704,796,1815,,796,320,183
HHS Regions,Region 5,2013,5,2976,93673,269,2.979136457,3.177009384,799,1244,,500,245,188
HHS Regions,Region 6,2013,5,5001,92658,185,5.820860689,5.39726737,1066,2128,,1148,421,238
HHS Regions,Region 7,2013,5,1282,22877,97,5.16544172,5.603881628,300,569,,211,104,98
HHS Regions,Region 8,2013,5,2050,56408,113,3.442906904,3.634236279,462,815,,494,182,97
HHS Regions,Region 9,2013,5,4001,87984,203,5.491479316,4.547417712,913,1735,,698,372,283
HHS Regions,Region 10,2013,5,525,18794,54,2.782312564,2.793444716,121,215,,130,39,20
HHS Regions,Region 1,2013,6,919,49090,169,1.874012026,1.872071705,253,461,,123,45,37
HHS Regions,Region 2,2013,6,4164,113778,289,3.578099841,3.659758477,1094,1944,,753,235,138
HHS Regions,Region 3,2013,6,3192,112235,220,2.581837949,2.84403261,530,1260,,962,293,147
HHS Regions,Region 4,2013,6,3466,140170,345,2.282381156,2.472711707,739,1582,,699,286,160
HHS Regions,Region 5,2013,6,2719,94067,272,2.686690685,2.890492947,692,1140,,530,206,151
HHS Regions,Region 6,2013,6,3856,88236,180,4.461302132,4.370098373,812,1588,,938,305,213
HHS Regions,Region 7,2013,6,1101,23109,94,4.349390362,4.764377515,240,476,,199,107,79
HHS Regions,Region 8,2013,6,1805,57550,112,2.973124866,3.136403128,424,732,,371,180,98
HHS Regions,Region 9,2013,6,3282,75074,195,4.988362178,4.371686603,844,1468,,550,258,162
HHS Regions,Region 10,2013,6,483,18777,55,2.439003088,2.572295894,129,165,,111,56,22
HHS Regions,Region 1,2013,7,801,50970,168,1.555203164,1.571512655,227,360,,124,57,33
HHS Regions,Region 2,2013,7,3665,115814,284,3.714759112,3.164556962,983,1686,,673,219,104
HHS Regions,Region 3,2013,7,3311,116622,220,2.755648367,2.839086965,569,1344,,892,343,163
HHS Regions,Region 4,2013,7,3293,141382,349,2.159855166,2.329150811,648,1499,,714,295,137
HHS Regions,Region 5,2013,7,2437,91793,265,2.434423317,2.654886538,639,1020,,440,200,138
HHS Regions,Region 6,2013,7,3229,86879,181,3.852662813,3.716663405,809,1205,,773,261,181
HHS Regions,Region 7,2013,7,811,22076,94,3.425810326,3.673672767,190,342,,148,74,57
HHS Regions,Region 8,2013,7,1473,55242,115,2.632549756,2.666449441,371,560,,338,152,52
HHS Regions,Region 9,2013,7,2929,73018,198,4.492147453,4.01133967,745,1239,,520,261,164
HHS Regions,Region 10,2013,7,372,17433,52,2.09196451,2.133884013,108,140,,76,32,16
HHS Regions,Region 1,2013,8,657,46197,169,1.505858403,1.422170271,217,284,,84,37,35
HHS Regions,Region 2,2013,8,3982,116875,308,3.434871463,3.407058824,1211,1742,,700,216,113
HHS Regions,Region 3,2013,8,3197,115446,216,2.637278075,2.769260087,569,1274,,910,302,142
HHS Regions,Region 4,2013,8,3135,141747,344,2.034815476,2.21168702,700,1385,,636,261,153
HHS Regions,Region 5,2013,8,2182,89608,270,2.2959624,2.435050442,562,919,,388,164,149
HHS Regions,Region 6,2013,8,2815,84693,175,3.285236333,3.323769379,616,1080,,706,267,146
HHS Regions,Region 7,2013,8,622,19047,91,3.063993758,3.265606132,148,234,,124,56,60
HHS Regions,Region 8,2013,8,1285,55308,116,2.171551697,2.32335286,363,463,,296,92,71
HHS Regions,Region 9,2013,8,2329,69443,200,3.816979342,3.35382976,620,934,,438,198,139
HHS Regions,Region 10,2013,8,315,16728,51,1.858598067,1.883070301,93,100,,75,32,15
HHS Regions,Region 1,2013,9,658,51304,165,1.326212612,1.282551068,203,290,,80,54,31
HHS Regions,Region 2,2013,9,3485,121437,307,2.771529161,2.869800802,1055,1467,,646,215,102
HHS Regions,Region 3,2013,9,3203,118891,218,2.563677507,2.694064311,568,1286,,880,324,145
HHS Regions,Region 4,2013,9,3010,135502,323,1.948507156,2.221369426,676,1366,,592,241,135
HHS Regions,Region 5,2013,9,2208,91327,263,2.143683137,2.417685898,601,893,,389,196,129
HHS Regions,Region 6,2013,9,2755,87127,175,3.222034071,3.162050799,588,1111,,713,198,145
HHS Regions,Region 7,2013,9,479,19019,87,2.379173631,2.518534097,111,166,,93,49,60
HHS Regions,Region 8,2013,9,1120,54167,110,2.10318854,2.067679584,278,404,,267,103,68
HHS Regions,Region 9,2013,9,2087,65968,195,3.473632958,3.163655106,509,914,,317,205,142
HHS Regions,Region 10,2013,9,226,17496,50,1.418384989,1.291723823,44,84,,53,34,11
HHS Regions,Region 1,2013,10,600,47846,165,1.300826962,1.254023325,206,266,,61,44,23
HHS Regions,Region 2,2013,10,3430,116155,301,2.986094984,2.952950799,1112,1454,,558,193,113
HHS Regions,Region 3,2013,10,3196,107508,212,3.308563864,2.972802024,592,1281,,886,308,129
HHS Regions,Region 4,2013,10,3299,134664,335,2.20722482,2.449800986,763,1406,,718,280,132
HHS Regions,Region 5,2013,10,1964,87465,266,1.978901083,2.245469616,594,753,,347,167,103
HHS Regions,Region 6,2013,10,2744,86952,169,3.149422678,3.1557641,678,1071,,659,204,132
HHS Regions,Region 7,2013,10,456,20376,86,2.261659085,2.237926973,99,157,,111,47,42
HHS Regions,Region 8,2013,10,980,55364,111,1.798675503,1.770103316,233,380,,228,85,54
HHS Regions,Region 9,2013,10,2004,64767,192,3.608062871,3.094168326,474,886,,339,180,125
HHS Regions,Region 10,2013,10,156,16639,47,1.029920409,0.937556344,40,55,,28,28,5
HHS Regions,Region 1,2013,11,594,49002,166,1.188043572,1.212195421,189,277,,72,35,21
HHS Regions,Region 2,2013,11,3217,117324,299,2.862577061,2.741979476,1063,1350,,523,189,92
HHS Regions,Region 3,2013,11,2953,108708,207,2.646462476,2.716451411,565,1192,,822,248,126
HHS Regions,Region 4,2013,11,3125,135254,329,2.048592445,2.310467713,740,1326,,642,235,182
HHS Regions,Region 5,2013,11,2005,81778,257,2.140087728,2.451759642,531,807,,350,198,119
HHS Regions,Region 6,2013,11,2350,73864,164,3.041209617,3.181522799,630,826,,574,172,148
HHS Regions,Region 7,2013,11,360,18950,84,1.907941806,1.899736148,70,130,,88,30,42
HHS Regions,Region 8,2013,11,914,53711,108,1.753365523,1.701699838,223,357,,214,74,46
HHS Regions,Region 9,2013,11,1695,60808,184,3.145026437,2.787462176,423,738,,285,149,100
HHS Regions,Region 10,2013,11,179,15660,48,1.07184919,1.143039591,46,62,,36,22,13
HHS Regions,Region 1,2013,12,550,48302,163,1.196115977,1.138669206,168,264,,49,40,29
HHS Regions,Region 2,2013,12,2870,112385,283,2.538025889,2.553721582,979,1147,,489,172,83
HHS Regions,Region 3,2013,12,2623,110355,202,2.239866374,2.376874632,501,1012,,760,246,104
HHS Regions,Region 4,2013,12,2740,141054,323,1.834435147,1.942518468,625,1209,,531,230,145
HHS Regions,Region 5,2013,12,1787,84477,261,1.771074278,2.11536868,510,694,,312,157,114
HHS Regions,Region 6,2013,12,2189,83789,167,2.56285554,2.612514769,575,792,,531,178,113
HHS Regions,Region 7,2013,12,277,16714,84,1.516020485,1.657293287,73,65,,71,26,42
HHS Regions,Region 8,2013,12,702,54966,116,1.212617476,1.277153149,151,283,,184,64,20
HHS Regions,Region 9,2013,12,1388,56027,179,2.895968544,2.477376979,337,590,,236,137,88
HHS Regions,Region 10,2013,12,128,15380,47,0.654523845,0.832249675,38,39,,28,20,3
HHS Regions,Region 1,2013,13,616,49994,160,1.185149139,1.232147858,176,315,,75,26,24
HHS Regions,Region 2,2013,13,2479,108756,277,2.180302542,2.279414469,915,820,,488,170,86
HHS Regions,Region 3,2013,13,2346,104346,200,2.113093715,2.248289345,472,859,,662,247,106
HHS Regions,Region 4,2013,13,2440,137390,321,1.731483537,1.775966228,618,1078,,477,180,87
HHS Regions,Region 5,2013,13,1565,82023,259,1.574799766,1.908001414,464,571,,291,152,87
HHS Regions,Region 6,2013,13,2079,83332,168,2.339656847,2.494839917,606,731,,484,141,117
HHS Regions,Region 7,2013,13,245,17177,81,1.507913638,1.426325901,53,76,,69,20,27
HHS Regions,Region 8,2013,13,639,52257,115,1.249134442,1.222802687,162,246,,137,56,38
HHS Regions,Region 9,2013,13,1196,55257,183,2.617865709,2.164431656,337,473,,213,119,54
HHS Regions,Region 10,2013,13,109,13744,47,0.738622893,0.793073341,27,35,,28,13,6
HHS Regions,Region 1,2013,14,658,52091,156,1.197668639,1.263174061,192,329,,65,46,26
HHS Regions,Region 2,2013,14,2230,110582,272,1.92619139,2.016603064,812,697,,451,177,93
HHS Regions,Region 3,2013,14,1978,102745,198,1.687303949,1.925154509,449,630,,570,225,104
HHS Regions,Region 4,2013,14,2092,134457,322,1.441158825,1.555887756,580,813,,413,189,97
HHS Regions,Region 5,2013,14,1456,83873,255,1.399452583,1.735957936,452,515,,270,116,103
HHS Regions,Region 6,2013,14,1947,80692,163,2.234334399,2.4128786,546,646,,475,158,122
HHS Regions,Region 7,2013,14,196,18009,77,1.131199929,1.088344717,46,55,,47,18,30
HHS Regions,Region 8,2013,14,598,50208,111,1.168013239,1.191045252,169,176,,166,56,31
HHS Regions,Region 9,2013,14,1022,54895,171,2.230237167,1.861736042,250,413,,192,105,62
HHS Regions,Region 10,2013,14,96,14329,44,0.721544963,0.669969991,20,25,,28,16,7
HHS Regions,Region 1,2013,15,678,51650,152,1.241140546,1.31268151,216,338,,64,39,21
HHS Regions,Region 2,2013,15,1937,114782,270,1.611291532,1.687546828,703,653,,368,141,72
HHS Regions,Region 3,2013,15,1762,108591,192,1.527487964,1.622602241,412,564,,497,197,92
HHS Regions,Region 4,2013,15,1686,136027,313,1.189246386,1.239459813,411,651,,356,172,96
HHS Regions,Region 5,2013,15,1242,85136,254,1.220362989,1.458842323,401,405,,232,112,92
HHS Regions,Region 6,2013,15,1759,83873,160,2.021326971,2.097218414,508,632,,365,137,117
HHS Regions,Region 7,2013,15,177,17329,74,1.023755795,1.021409198,52,56,,31,18,20
HHS Regions,Region 8,2013,15,502,49730,112,1.013144593,1.009451036,114,197,,124,42,25
HHS Regions,Region 9,2013,15,1013,61169,173,1.856298295,1.656067616,279,412,,166,91,65
HHS Regions,Region 10,2013,15,62,14296,42,0.42559923,0.433687745,14,21,,16,8,3
HHS Regions,Region 1,2013,16,458,42590,150,1.059953066,1.075369805,159,207,,45,24,23
HHS Regions,Region 2,2013,16,1901,113772,265,1.392635681,1.670885631,719,681,,309,122,70
HHS Regions,Region 3,2013,16,1219,105544,195,1.144752135,1.154968544,325,413,,282,139,60
HHS Regions,Region 4,2013,16,1313,126592,312,1.028388961,1.037190344,371,530,,232,105,75
HHS Regions,Region 5,2013,16,1156,84646,254,1.131682658,1.365687688,342,417,,202,100,95
HHS Regions,Region 6,2013,16,1612,83409,158,1.954596238,1.932645158,434,613,,381,109,75
HHS Regions,Region 7,2013,16,148,17533,76,0.926927115,0.844122512,43,56,,29,7,13
HHS Regions,Region 8,2013,16,464,50063,113,1.016392903,0.926832191,100,191,,117,35,21
HHS Regions,Region 9,2013,16,852,56618,165,1.680618421,1.504821788,199,378,,147,74,54
HHS Regions,Region 10,2013,16,65,13648,44,0.404495214,0.476260258,15,23,,13,9,5
HHS Regions,Region 1,2013,17,390,48087,144,0.783117969,0.811030008,142,168,,42,19,19
HHS Regions,Region 2,2013,17,1771,111107,259,1.458804519,1.593958976,673,682,,269,90,57
HHS Regions,Region 3,2013,17,1127,101707,187,1.090529915,1.108084989,303,407,,280,83,54
HHS Regions,Region 4,2013,17,1100,127306,304,0.861118929,0.864059824,320,463,,170,91,56
HHS Regions,Region 5,2013,17,1063,86054,255,0.971924127,1.235270876,338,390,,175,91,69
HHS Regions,Region 6,2013,17,1547,82315,161,1.879924973,1.879365851,411,569,,364,112,91
HHS Regions,Region 7,2013,17,165,17443,74,0.949618015,0.945938199,30,68,,36,15,16
HHS Regions,Region 8,2013,17,481,51488,111,1.006567545,0.93419826,122,209,,110,23,17
HHS Regions,Region 9,2013,17,884,60128,172,1.643667705,1.470196913,234,392,,164,53,41
HHS Regions,Region 10,2013,17,61,14665,44,0.374256788,0.415956359,15,16,,20,5,5
HHS Regions,Region 1,2013,18,390,48194,148,0.805735129,0.809229365,148,139,,55,25,23
HHS Regions,Region 2,2013,18,1792,113254,258,1.436806412,1.582284069,695,707,,266,83,41
HHS Regions,Region 3,2013,18,1067,99704,183,1.054006904,1.070167696,283,439,,230,81,34
HHS Regions,Region 4,2013,18,868,105693,289,0.688609528,0.82124644,213,382,,161,70,42
HHS Regions,Region 5,2013,18,922,82115,252,0.843975255,1.122815564,330,334,,140,56,62
HHS Regions,Region 6,2013,18,1395,78835,154,1.656447589,1.769518615,392,508,,302,111,82
HHS Regions,Region 7,2013,18,141,17464,74,0.840614618,0.807375172,41,53,,23,4,20
HHS Regions,Region 8,2013,18,496,51734,109,1.004049457,0.958750532,120,195,,116,47,18
HHS Regions,Region 9,2013,18,857,57314,167,1.615377094,1.495271661,207,361,,161,83,45
HHS Regions,Region 10,2013,18,58,13341,41,0.439329532,0.434750019,10,24,,16,5,3
HHS Regions,Region 1,2013,19,343,46388,141,0.690937892,0.739415366,131,135,,34,22,21
HHS Regions,Region 2,2013,19,1724,113172,253,1.260708442,1.523344997,685,636,,254,99,50
HHS Regions,Region 3,2013,19,978,97642,187,1.285203881,1.001618156,248,374,,241,76,39
HHS Regions,Region 4,2013,19,891,98227,282,0.703682525,0.907082574,264,327,,187,73,40
HHS Regions,Region 5,2013,19,927,79506,238,0.857397587,1.16594974,340,295,,157,77,58
HHS Regions,Region 6,2013,19,1478,77053,150,1.736022254,1.918160227,392,561,,344,99,82
HHS Regions,Region 7,2013,19,118,16690,71,0.769542857,0.707010186,29,39,,22,16,12
HHS Regions,Region 8,2013,19,452,50430,107,0.929267206,0.89629189,120,184,,103,36,9
HHS Regions,Region 9,2013,19,768,55730,167,1.548315687,1.378072851,210,313,,129,68,48
HHS Regions,Region 10,2013,19,25,12292,34,0.209235997,0.203384315,3,13,,3,4,2
HHS Regions,Region 1,2013,20,274,42855,130,0.623382798,0.639365302,120,100,,25,15,14
HHS Regions,Region 2,2013,20,1680,113743,257,1.337553405,1.47701397,687,561,,259,110,63
HHS Regions,Region 3,2013,20,832,90053,178,1.13242169,0.92390037,231,302,,210,57,32
HHS Regions,Region 4,2013,20,873,94123,272,0.760477951,0.927509748,284,310,,160,72,47
HHS Regions,Region 5,2013,20,855,70192,234,0.85278104,1.218087531,329,271,,113,68,74
HHS Regions,Region 6,2013,20,1505,80372,150,1.634207946,1.872542677,421,522,,335,135,92
HHS Regions,Region 7,2013,20,92,15700,68,0.603696725,0.585987261,24,32,,18,3,15
HHS Regions,Region 8,2013,20,394,51086,105,0.738567961,0.771248483,106,176,,72,25,15
HHS Regions,Region 9,2013,20,776,53194,155,1.614544365,1.458811144,221,296,,141,79,39
HHS Regions,Region 10,2013,20,36,11796,33,0.316906283,0.305188199,8,13,,12,1,2
HHS Regions,Region 1,2013,21,248,40272,118,0.595751808,0.615812475,96,83,,31,19,19
HHS Regions,Region 2,2013,21,1510,107594,250,1.183825953,1.403423983,595,494,,258,103,60
HHS Regions,Region 3,2013,21,809,82146,163,1.084236204,0.984831885,249,273,,185,65,37
HHS Regions,Region 4,2013,21,828,86945,253,0.817834826,0.952326183,268,289,,165,65,41
HHS Regions,Region 5,2013,21,757,68724,218,0.816745081,1.101507479,272,232,,121,54,78
HHS Regions,Region 6,2013,21,1250,72263,142,1.476422874,1.729792563,402,431,,284,77,56
HHS Regions,Region 7,2013,21,98,12034,62,0.729761944,0.814359315,40,24,,18,5,11
HHS Regions,Region 8,2013,21,389,47456,103,0.78425145,0.819706676,109,162,,78,27,13
HHS Regions,Region 9,2013,21,656,51766,146,1.428141771,1.267241046,186,214,,129,76,51
HHS Regions,Region 10,2013,21,44,12138,34,0.301518579,0.36249794,13,17,,10,2,2
HHS Regions,Region 1,2013,22,216,33958,116,0.581824749,0.636079863,81,72,,31,19,13
HHS Regions,Region 2,2013,22,1480,102135,256,1.374817509,1.449062515,614,479,,227,88,72
HHS Regions,Region 3,2013,22,817,82326,161,1.312334189,0.992396084,220,312,,187,63,35
HHS Regions,Region 4,2013,22,702,84176,248,0.61921253,0.833966926,217,224,,161,55,45
HHS Regions,Region 5,2013,22,772,59522,215,0.994613096,1.296999429,293,222,,112,75,70
HHS Regions,Region 6,2013,22,1134,69244,141,1.510673031,1.63768702,354,406,,234,89,51
HHS Regions,Region 7,2013,22,83,11228,61,0.770442424,0.73922337,26,24,,15,5,13
HHS Regions,Region 8,2013,22,400,43769,103,0.802425536,0.913888825,123,147,,84,29,17
HHS Regions,Region 9,2013,22,562,45389,153,1.412045239,1.238185463,177,198,,92,58,37
HHS Regions,Region 10,2013,22,24,9781,32,0.265127005,0.245373684,4,10,,4,2,4
HHS Regions,Region 1,2013,23,215,38597,105,0.408341978,0.557038112,92,62,,32,10,19
HHS Regions,Region 2,2013,23,1349,106237,256,1.148169536,1.269802423,574,444,,208,83,40
HHS Regions,Region 3,2013,23,708,79742,159,1.034605463,0.887863359,214,241,,167,52,34
HHS Regions,Region 4,2013,23,520,79832,217,0.583142307,0.651367873,178,156,,117,51,18
HHS Regions,Region 5,2013,23,813,66604,207,0.878760719,1.220647409,299,233,,130,75,76
HHS Regions,Region 6,2013,23,1001,70380,135,1.334802234,1.422279057,310,320,,240,83,48
HHS Regions,Region 7,2013,23,20,9479,60,0.184536299,0.210992721,8,3,,3,4,2
